frame,time_sec,kp0_x,kp0_y,kp0_c,kp1_x,kp1_y,kp1_c,kp2_x,kp2_y,kp2_c,kp3_x,kp3_y,kp3_c,kp4_x,kp4_y,kp4_c,kp5_x,kp5_y,kp5_c,kp6_x,kp6_y,kp6_c,kp7_x,kp7_y,kp7_c,kp8_x,kp8_y,kp8_c,kp9_x,kp9_y,kp9_c,kp10_x,kp10_y,kp10_c,kp11_x,kp11_y,kp11_c,kp12_x,kp12_y,kp12_c,kp13_x,kp13_y,kp13_c,kp14_x,kp14_y,kp14_c
60,2.002,1032,168,0.813882,1040,152,0.882919,1016,160,0.861874,952,240,0.915368,912,312,0.941058,1040,272,0.629016,1112,224,0.925761,1200,312,0.865371,1080,296,0.724736,1008,408,0.867867,1000,432,0.600903,1112,704,0.832492,1120,400,0.896662,1112,496,0.721101,1144,696,0.703789
65,2.16883,1000,176,0.776406,1008,160,0.845945,992,168,0.857489,952,240,0.964826,912,312,0.955974,1040,272,0.696257,1112,232,0.914615,1192,312,0.855854,1080,288,0.720596,1008,408,0.884731,992,432,0.660786,1112,704,0.844758,1120,408,0.882848,1120,496,0.698731,1144,696,0.684621
70,2.33567,1000,168,0.760446,1008,160,0.840337,992,168,0.851665,952,240,0.969735,912,312,0.955566,1040,272,0.686059,1112,224,0.913216,1192,312,0.849108,1088,288,0.741832,1008,408,0.878747,992,432,0.679704,1112,704,0.83846,1120,408,0.874935,1120,496,0.697672,1144,704,0.697783
75,2.5025,1000,168,0.728429,1008,152,0.824543,992,168,0.82533,952,240,0.97331,912,312,0.954657,1040,272,0.676067,1112,224,0.916854,1200,320,0.85322,1088,288,0.741974,1008,408,0.881924,992,440,0.676356,1112,696,0.852738,1120,408,0.876258,1120,496,0.710782,1144,696,0.709164
80,2.66933,1024,168,0.84149,1032,160,0.876385,1008,160,0.886286,952,240,0.953782,912,312,0.938384,1040,272,0.65157,1112,232,0.924289,1200,312,0.863307,1088,296,0.717501,1008,408,0.877903,992,432,0.672184,1112,696,0.834667,1120,408,0.883024,1120,496,0.685478,1144,696,0.704385
85,2.83617,1024,168,0.86481,1032,160,0.885906,1008,168,0.890014,952,240,0.948984,912,312,0.936322,1040,272,0.672368,1112,232,0.920932,1192,312,0.888755,1088,296,0.722808,1008,408,0.87795,992,432,0.612788,1112,704,0.819368,1120,408,0.887518,1120,496,0.712335,1144,696,0.701497
90,3.003,1024,168,0.863309,1040,160,0.887116,1008,160,0.893743,952,240,0.947322,912,312,0.935844,1040,272,0.677085,1112,232,0.922042,1200,312,0.88279,1088,288,0.728769,1008,416,0.88672,992,432,0.60706,1112,704,0.818784,1120,408,0.880502,1120,496,0.700751,1144,704,0.70099
95,3.16983,1032,168,0.759985,1040,160,0.826713,1016,160,0.80372,952,240,0.964986,912,312,0.940578,1040,272,0.637765,1112,224,0.936561,1192,304,0.8944,1080,288,0.717407,1008,416,0.881591,992,424,0.609577,1112,704,0.82652,1120,408,0.889608,1112,496,0.72628,1144,696,0.697957
100,3.33667,1032,168,0.760185,1032,160,0.833764,1016,168,0.813498,952,240,0.966435,912,312,0.946641,1032,272,0.646154,1112,224,0.938737,1192,304,0.890638,1080,288,0.721883,1008,416,0.905747,992,432,0.618644,1112,696,0.811104,1112,408,0.880882,1120,488,0.68573,1144,696,0.701971
105,3.5035,1032,168,0.757304,1040,160,0.828754,1016,168,0.806219,952,240,0.964164,912,312,0.947678,1040,272,0.653427,1112,224,0.934681,1192,304,0.87542,1080,288,0.735671,1008,416,0.892009,992,432,0.623231,1112,704,0.811224,1112,408,0.885016,1120,488,0.686463,1144,696,0.713596
110,3.67033,1008,176,0.869497,1024,160,0.892336,992,168,0.908409,944,240,0.943419,912,312,0.945538,1040,272,0.606964,1112,224,0.925456,1192,312,0.875005,1088,288,0.832579,1008,408,0.868113,992,432,0.633761,1112,696,0.806019,1120,400,0.888869,1112,496,0.735231,1144,696,0.716549
115,3.83717,1016,176,0.867508,1024,160,0.882912,992,168,0.900124,944,240,0.943013,912,312,0.938823,1040,272,0.619849,1112,224,0.928023,1192,304,0.871242,1088,288,0.861565,1000,400,0.872658,992,432,0.602385,1104,696,0.793999,1120,400,0.887588,1112,496,0.771746,1136,696,0.727838
120,4.004,1008,176,0.886163,1024,160,0.897896,992,168,0.912953,944,240,0.934391,912,312,0.945317,1040,272,0.614118,1112,224,0.921884,1200,312,0.860265,1088,288,0.839736,1008,408,0.878187,992,432,0.592303,1104,696,0.800266,1120,400,0.883674,1112,496,0.770881,1144,696,0.735177
125,4.17083,1008,176,0.807751,1016,160,0.859824,992,168,0.89304,952,240,0.95137,912,312,0.92929,1040,272,0.679283,1112,232,0.91427,1200,312,0.857827,1088,288,0.843958,1008,408,0.876438,1000,440,0.497543,1112,704,0.841029,1120,400,0.88783,1112,496,0.748658,1144,704,0.697401
130,4.33767,1008,176,0.798787,1016,160,0.850669,992,168,0.882746,952,240,0.952974,912,312,0.933223,1040,272,0.68533,1112,232,0.914675,1200,312,0.847325,1088,288,0.859176,1008,408,0.871776,1016,456,0.481624,1112,704,0.835162,1120,408,0.880968,1112,496,0.741407,1144,704,0.695936
135,4.5045,1016,176,0.816131,1024,160,0.848554,1000,168,0.893462,952,240,0.946453,912,312,0.937992,1040,272,0.659011,1112,232,0.925858,1200,312,0.851615,1088,288,0.847249,1008,408,0.893165,992,440,0.588333,1112,704,0.828475,1120,400,0.882254,1112,496,0.741266,1144,696,0.691562
140,4.67133,1024,176,0.901084,1032,160,0.890551,1000,168,0.889329,952,240,0.937674,912,312,0.947052,1048,272,0.555324,1112,224,0.915443,1200,312,0.854975,1088,288,0.852298,1008,408,0.899227,992,432,0.607972,1112,704,0.823556,1120,408,0.881502,1112,496,0.726362,1144,696,0.688129
145,4.83817,1024,176,0.891448,1032,160,0.893617,1008,168,0.894112,952,240,0.941259,912,312,0.938675,1048,272,0.562474,1104,232,0.914811,1200,312,0.857789,1088,288,0.864222,1008,408,0.880739,992,424,0.572549,1112,704,0.819359,1120,408,0.883885,1112,496,0.72957,1144,696,0.702702
150,5.005,1024,176,0.895727,1032,160,0.895401,1008,168,0.896092,952,240,0.941573,912,312,0.930453,1040,272,0.590802,1104,232,0.919599,1200,312,0.864021,1088,288,0.855519,1008,408,0.895429,992,432,0.521875,1112,704,0.826033,1120,408,0.882053,1112,496,0.738421,1144,704,0.69875
155,5.17183,1024,168,0.801866,1032,160,0.86555,1008,168,0.837705,952,240,0.933379,912,312,0.941759,1032,272,0.676035,1112,232,0.941836,1200,312,0.858756,1088,288,0.83291,1008,408,0.894992,992,432,0.505483,1112,704,0.786439,1120,408,0.886889,1112,496,0.753595,1136,704,0.704904
160,5.33867,1016,168,0.821539,1032,160,0.868664,1000,168,0.860428,952,240,0.932372,912,312,0.925785,1032,272,0.671684,1112,232,0.943917,1200,320,0.851996,1080,288,0.806618,1016,408,0.900312,992,432,0.558808,1112,704,0.810594,1120,408,0.890929,1120,496,0.739068,1144,696,0.715119
165,5.5055,1016,168,0.808899,1032,160,0.864548,1000,168,0.848934,952,240,0.942929,912,312,0.937352,1032,272,0.673173,1120,232,0.940061,1200,320,0.853885,1080,288,0.786017,1008,408,0.904052,992,432,0.550327,1112,704,0.821766,1120,408,0.886021,1120,496,0.730026,1144,696,0.709299
170,5.67233,1016,176,0.864069,1024,160,0.880795,992,168,0.878026,952,240,0.915107,912,312,0.923764,1032,264,0.646324,1120,224,0.93456,1200,320,0.834776,1088,288,0.782076,1008,416,0.901309,992,424,0.544397,1112,704,0.830467,1120,408,0.89193,1120,496,0.727178,1144,696,0.703322
175,5.83917,1016,176,0.873815,1024,160,0.882921,992,168,0.876198,952,240,0.914599,912,312,0.921677,1032,272,0.626958,1120,224,0.934316,1200,320,0.840935,1088,288,0.766832,1008,408,0.892873,992,424,0.476529,1112,704,0.819061,1120,408,0.895245,1112,504,0.72234,1144,696,0.697164
180,6.006,1016,168,0.879708,1024,160,0.883085,992,168,0.880469,952,240,0.92726,912,312,0.931638,1032,272,0.650278,1112,224,0.930266,1192,312,0.850136,1088,288,0.765019,1008,408,0.902785,984,424,0.526472,1112,704,0.827605,1120,408,0.896267,1112,504,0.724469,1144,704,0.685556
185,6.17283,1032,168,0.80404,1032,152,0.862883,1008,160,0.84478,952,240,0.932698,912,312,0.951287,1040,264,0.637908,1112,232,0.930742,1192,312,0.869598,1088,288,0.778319,1008,408,0.914999,992,432,0.535788,1112,704,0.8111,1120,408,0.89908,1112,496,0.741886,1144,696,0.712558
190,6.33967,1024,168,0.809416,1032,152,0.861023,1008,160,0.848354,952,240,0.935579,912,312,0.948212,1040,264,0.632168,1112,232,0.930675,1200,312,0.865531,1088,288,0.750097,1008,408,0.911173,984,432,0.550909,1112,704,0.800871,1120,408,0.898414,1112,504,0.759224,1136,696,0.707152
195,6.5065,1032,168,0.812969,1032,160,0.864643,1008,160,0.851143,952,240,0.934969,912,312,0.961944,1040,264,0.677952,1112,224,0.933019,1200,320,0.861118,1088,288,0.813922,1008,408,0.908254,992,440,0.545195,1112,704,0.782269,1120,408,0.889628,1112,504,0.7631,1144,704,0.709908
200,6.67333,1016,176,0.865662,1024,160,0.884943,992,168,0.916889,952,240,0.940588,912,312,0.951489,1032,272,0.643594,1112,224,0.931182,1200,312,0.864997,1088,288,0.822422,1008,408,0.889347,1000,448,0.542384,1112,704,0.794604,1120,400,0.890448,1112,504,0.745396,1144,704,0.70158
205,6.84017,1016,176,0.865994,1024,160,0.880943,1000,168,0.893859,952,240,0.920421,912,312,0.934765,1032,272,0.61765,1112,224,0.93278,1200,312,0.869555,1088,288,0.804262,1008,408,0.885114,992,432,0.630893,1112,704,0.817276,1120,408,0.88405,1112,504,0.715367,1144,704,0.708069
210,7.007,1016,176,0.853865,1024,160,0.876728,1000,168,0.885125,952,240,0.928217,912,312,0.938637,1032,272,0.63236,1112,224,0.935286,1192,304,0.878467,1088,288,0.813254,1016,408,0.89856,992,440,0.627683,1112,704,0.807001,1120,408,0.886235,1112,496,0.731507,1136,696,0.696426
215,7.17383,1024,168,0.815753,1032,152,0.87044,1000,168,0.82482,952,240,0.92613,912,312,0.926445,1040,264,0.615162,1112,232,0.930353,1192,312,0.87694,1088,288,0.749496,1008,408,0.898163,984,432,0.604679,1112,704,0.8029,1120,408,0.901219,1112,504,0.751341,1136,696,0.689734
220,7.34067,1024,168,0.819488,1032,152,0.862851,1000,160,0.830612,952,240,0.923754,912,312,0.941079,1040,272,0.613059,1120,224,0.939632,1192,312,0.883222,1088,288,0.792063,1008,408,0.881924,992,440,0.479208,1112,704,0.815216,1120,408,0.899657,1112,504,0.747454,1144,704,0.699445
225,7.5075,1024,168,0.822444,1032,152,0.86688,1000,160,0.837578,952,240,0.916964,912,312,0.935198,1040,272,0.618202,1112,232,0.931001,1192,312,0.869062,1088,288,0.807526,1008,408,0.881804,992,440,0.460976,1112,704,0.815718,1120,408,0.901646,1112,504,0.759454,1144,704,0.69399
230,7.67433,1008,168,0.88504,1024,152,0.906647,992,160,0.961776,952,240,0.922575,912,312,0.939586,1040,272,0.615387,1112,224,0.93864,1192,312,0.870009,1088,288,0.80795,1008,408,0.882675,992,440,0.536498,1112,704,0.833099,1120,408,0.896166,1112,504,0.741624,1144,704,0.687257
235,7.84117,1008,168,0.893108,1024,152,0.907485,992,160,0.9676,952,240,0.927655,912,312,0.946912,1040,272,0.625904,1112,224,0.939992,1200,312,0.859192,1088,288,0.809429,1008,408,0.880545,1000,448,0.543116,1112,704,0.834792,1120,400,0.895234,1112,496,0.742687,1144,696,0.693938
240,8.008,1008,168,0.891526,1024,152,0.905495,992,160,0.964335,952,240,0.921971,912,312,0.946484,1040,272,0.621598,1112,224,0.928128,1200,312,0.844871,1088,288,0.82354,1008,400,0.879812,1000,448,0.542907,1112,704,0.82196,1120,400,0.891319,1112,504,0.745841,1136,696,0.692659
245,8.17483,1032,160,0.810897,1040,152,0.859214,1008,160,0.844176,952,240,0.945626,912,312,0.962165,1032,272,0.662707,1112,224,0.925938,1200,312,0.864898,1088,288,0.779624,1008,408,0.894441,992,440,0.580601,1112,704,0.826944,1120,408,0.902192,1112,504,0.755475,1144,696,0.682219
250,8.34167,1032,160,0.810263,1040,152,0.857469,1008,160,0.843652,952,240,0.94534,912,312,0.955356,1032,272,0.651584,1112,224,0.925724,1192,312,0.86674,1088,288,0.787516,1008,408,0.890439,992,440,0.594788,1112,704,0.82852,1120,408,0.900431,1112,504,0.755107,1144,704,0.688831
255,8.5085,1032,160,0.804961,1040,152,0.847352,1008,152,0.837004,944,240,0.925321,912,312,0.955546,1032,272,0.635092,1112,224,0.934105,1200,312,0.86339,1088,288,0.799986,1008,408,0.88417,1000,448,0.54957,1112,704,0.828773,1120,408,0.910893,1112,504,0.743835,1144,696,0.681034
260,8.67533,1040,176,0.929718,1048,160,0.937797,1024,160,0.915402,952,240,0.915364,912,312,0.965023,1048,272,0.619821,1112,224,0.92892,1200,312,0.853679,1088,288,0.80382,1008,408,0.88124,1000,448,0.567804,1112,704,0.847241,1120,408,0.910554,1112,504,0.734879,1144,696,0.695456
265,8.84217,1040,168,0.913628,1048,160,0.938596,1024,160,0.913426,952,240,0.921404,912,312,0.95657,1040,272,0.650567,1112,224,0.932467,1192,312,0.867076,1088,288,0.781827,1008,408,0.875915,992,440,0.534935,1112,704,0.82107,1120,408,0.900996,1112,496,0.749859,1144,704,0.689301
270,9.009,1040,168,0.914753,1048,160,0.938441,1024,160,0.911379,952,240,0.922586,912,312,0.964548,1048,272,0.651956,1112,224,0.926451,1192,312,0.870443,1088,288,0.781457,1008,400,0.875214,1000,440,0.551107,1112,704,0.81584,1120,408,0.897722,1120,496,0.742832,1144,704,0.683627
275,9.17583,1000,152,0.828718,1016,152,0.890058,992,160,0.90729,952,240,0.943292,912,312,0.954431,1032,264,0.690868,1112,232,0.923215,1192,312,0.845563,1088,288,0.775284,1008,408,0.892705,992,432,0.560221,1112,696,0.821344,1120,408,0.881456,1112,496,0.74689,1144,696,0.682684
280,9.34267,1000,160,0.867858,1016,152,0.901883,992,160,0.942471,952,240,0.941458,912,312,0.947252,1032,272,0.690937,1112,232,0.921956,1192,312,0.854969,1088,288,0.821885,1008,408,0.896504,992,440,0.602819,1104,696,0.821253,1120,408,0.88314,1120,496,0.727693,1144,696,0.719136
285,9.5095,1000,160,0.861681,1016,152,0.901909,992,160,0.938564,952,240,0.94549,912,320,0.938178,1032,272,0.694409,1112,224,0.928526,1192,312,0.869981,1088,288,0.806556,1008,408,0.887025,1000,440,0.608717,1112,696,0.8274,1120,408,0.890925,1112,496,0.750824,1144,696,0.702006
290,9.67633,1016,168,0.896862,1032,152,0.904234,992,160,0.897126,952,240,0.920668,912,312,0.937515,1032,264,0.678356,1112,232,0.93036,1200,320,0.865944,1088,288,0.816736,1008,408,0.888556,992,440,0.548601,1112,704,0.84152,1120,408,0.889182,1120,504,0.75103,1144,704,0.693969
295,9.84317,1016,168,0.899244,1032,152,0.904085,1000,160,0.892991,952,240,0.932365,912,312,0.940618,1032,264,0.6727,1112,224,0.935475,1200,320,0.865119,1088,288,0.811517,1008,408,0.880366,992,440,0.562507,1112,704,0.851901,1120,408,0.889849,1120,496,0.74191,1144,704,0.698012
300,10.01,1024,168,0.90003,1032,152,0.907808,1000,160,0.891804,952,240,0.928948,912,312,0.930419,1040,264,0.637166,1112,224,0.941111,1200,312,0.862405,1088,288,0.803527,1008,408,0.883243,992,432,0.583879,1112,704,0.852457,1120,408,0.89237,1120,496,0.734326,1144,704,0.694911
305,10.1768,1048,168,0.862538,1048,152,0.917759,1024,160,0.866824,952,240,0.87912,912,312,0.942342,1040,264,0.656011,1112,232,0.926476,1200,320,0.865709,1088,288,0.83798,1008,408,0.873785,1008,448,0.551986,1104,696,0.832602,1120,408,0.89231,1112,504,0.738231,1144,696,0.702399
310,10.3437,1048,168,0.879854,1048,160,0.924567,1024,160,0.875663,952,240,0.873326,912,312,0.947221,1040,264,0.667765,1112,232,0.925391,1200,320,0.868274,1088,288,0.837467,1008,408,0.874199,1008,456,0.557074,1104,696,0.825658,1120,408,0.89817,1112,496,0.748352,1144,696,0.715432
315,10.5105,1048,168,0.868211,1048,152,0.918474,1024,160,0.871043,952,240,0.882404,912,312,0.953276,1040,264,0.642695,1112,232,0.929275,1192,312,0.859513,1088,288,0.831169,1016,408,0.901781,992,440,0.621119,1112,704,0.81228,1120,408,0.885341,1120,488,0.74305,1144,696,0.712759
320,10.6773,1040,160,0.836281,1048,152,0.873258,1016,160,0.857509,952,240,0.922585,912,312,0.935477,1040,272,0.607162,1112,232,0.9337,1200,320,0.852103,1088,288,0.788396,1016,416,0.874008,992,424,0.645375,1112,704,0.826154,1120,408,0.88914,1120,480,0.710355,1144,696,0.704322
325,10.8442,1040,160,0.840362,1040,152,0.87566,1016,160,0.859216,952,240,0.92492,912,312,0.948361,1040,272,0.63647,1112,232,0.934403,1200,312,0.840776,1088,288,0.82175,1008,408,0.896677,992,440,0.636669,1112,696,0.825171,1120,408,0.884135,1120,496,0.74219,1144,696,0.711688
330,11.011,1040,160,0.824245,1040,152,0.874522,1016,160,0.855645,952,240,0.919773,912,312,0.938112,1040,264,0.634897,1112,232,0.934389,1200,312,0.848834,1088,288,0.810772,1016,408,0.885418,992,432,0.646574,1112,696,0.807899,1120,408,0.884016,1120,496,0.742855,1144,696,0.734679
335,11.1778,1016,176,0.802087,1024,160,0.838319,1000,168,0.875079,952,240,0.963741,912,312,0.955174,1040,272,0.653233,1112,232,0.927288,1200,320,0.835827,1088,288,0.834956,1008,408,0.896326,992,432,0.626985,1112,704,0.833694,1120,408,0.893293,1120,496,0.733973,1144,696,0.703497
340,11.3447,1016,168,0.792477,1024,160,0.847419,1000,168,0.867409,952,240,0.966702,912,312,0.947598,1032,272,0.651764,1112,224,0.927672,1192,312,0.863975,1088,288,0.805081,1008,408,0.897798,992,440,0.538752,1112,704,0.813924,1120,400,0.889573,1112,496,0.760606,1144,696,0.708958
345,11.5115,1016,168,0.800571,1024,160,0.852193,1000,168,0.875799,952,240,0.964826,912,312,0.936436,1040,272,0.626526,1112,224,0.92335,1192,312,0.86111,1088,288,0.820502,1008,408,0.893651,992,440,0.492978,1112,704,0.82656,1120,408,0.888855,1112,504,0.743997,1144,696,0.702882
350,11.6783,1024,168,0.790468,1032,160,0.867916,1008,168,0.8341,952,240,0.93481,912,312,0.938283,1032,272,0.693704,1112,232,0.943835,1200,320,0.835407,1088,288,0.779794,1008,408,0.88763,992,432,0.584242,1112,704,0.822931,1120,408,0.87786,1112,496,0.733748,1144,696,0.701228
355,11.8452,1024,168,0.790168,1032,160,0.867868,1008,168,0.830806,952,240,0.93431,912,312,0.922384,1032,272,0.688048,1112,232,0.940105,1200,320,0.835686,1088,288,0.785627,1008,408,0.880855,992,424,0.583737,1112,696,0.828147,1120,408,0.886851,1112,496,0.748425,1144,696,0.691805
360,12.012,1024,168,0.797175,1040,160,0.871083,1008,168,0.836297,952,240,0.925957,912,312,0.918706,1032,272,0.684844,1112,232,0.945975,1200,312,0.838802,1088,288,0.793347,1008,408,0.891597,992,432,0.576353,1112,704,0.835338,1120,408,0.886639,1112,496,0.744264,1144,696,0.70171
365,12.1788,1024,168,0.887394,1032,160,0.887157,1000,160,0.873975,952,240,0.927484,912,312,0.927125,1032,272,0.671422,1112,232,0.930322,1200,312,0.861974,1088,288,0.820664,1008,408,0.893667,992,440,0.569889,1112,704,0.82794,1120,408,0.891022,1120,496,0.735358,1144,704,0.701627
370,12.3457,1024,168,0.886725,1032,160,0.884912,1000,160,0.876494,952,240,0.930167,912,312,0.931587,1032,272,0.668743,1112,232,0.931755,1200,312,0.857889,1088,288,0.834173,1008,408,0.894102,992,440,0.537599,1112,704,0.835917,1120,408,0.888817,1120,496,0.726754,1144,704,0.697163
375,12.5125,1024,168,0.880244,1032,160,0.880296,1008,160,0.870621,952,240,0.924317,912,312,0.938501,1032,272,0.656492,1112,232,0.928466,1192,312,0.852525,1088,288,0.845507,1008,408,0.900919,992,440,0.56599,1112,704,0.839932,1120,408,0.888752,1112,504,0.728056,1144,704,0.65487
380,12.6793,1016,168,0.888659,1032,160,0.898627,1000,160,0.89979,952,240,0.912948,912,312,0.945824,1040,272,0.663167,1112,232,0.924688,1192,312,0.863347,1080,288,0.806058,1008,408,0.906269,992,440,0.556298,1112,704,0.828332,1120,408,0.893018,1112,504,0.736598,1144,704,0.666482
385,12.8462,1024,168,0.896615,1032,160,0.906233,1000,160,0.890382,952,240,0.924336,912,312,0.932655,1032,272,0.665193,1112,232,0.928549,1192,304,0.881415,1088,296,0.759852,1008,408,0.885138,992,432,0.582617,1112,704,0.802086,1120,408,0.889583,1120,488,0.721766,1144,696,0.700386
390,13.013,1024,168,0.887564,1032,160,0.90172,1000,160,0.88437,952,232,0.906369,912,312,0.932954,1032,272,0.640642,1112,232,0.931389,1192,312,0.872108,1088,288,0.794448,1008,408,0.885207,992,432,0.57145,1112,696,0.804074,1120,408,0.896819,1120,496,0.735411,1144,696,0.709321
395,13.1798,1000,184,0.769311,1008,168,0.795358,992,176,0.881851,952,240,0.938689,912,312,0.949658,1032,264,0.703452,1120,224,0.951308,1200,312,0.847602,1080,296,0.775416,1008,408,0.89668,992,440,0.585662,1112,704,0.822961,1120,408,0.884358,1120,496,0.752301,1144,704,0.707992
400,13.3467,1000,176,0.797393,1016,168,0.812519,992,168,0.901576,952,240,0.945013,912,312,0.959318,1032,264,0.687996,1120,224,0.949106,1200,320,0.852981,1080,288,0.779952,1008,408,0.904621,992,432,0.594238,1112,704,0.818915,1120,408,0.886351,1120,496,0.7382,1144,704,0.705364
405,13.5135,1000,184,0.799982,1016,168,0.823654,992,176,0.90511,952,240,0.947233,912,312,0.955831,1032,264,0.699987,1120,232,0.950137,1200,320,0.856682,1088,288,0.782407,1016,416,0.908202,984,424,0.649951,1112,704,0.828793,1120,408,0.878365,1112,496,0.738066,1144,704,0.696611
410,13.6803,1016,168,0.946648,1032,160,0.912004,992,160,0.91112,952,240,0.909249,912,312,0.951461,1032,264,0.65562,1112,224,0.925728,1192,312,0.865196,1088,288,0.822859,1008,408,0.879801,992,424,0.579208,1112,704,0.826855,1120,408,0.88181,1120,496,0.716521,1144,704,0.701499
415,13.8472,1024,168,0.946079,1032,160,0.912775,1000,160,0.906052,952,240,0.914781,912,312,0.945907,1032,264,0.668773,1112,224,0.928329,1192,312,0.858972,1088,288,0.827204,1008,408,0.884433,992,432,0.591945,1112,704,0.828476,1120,400,0.890606,1112,496,0.740437,1144,704,0.705062
420,14.014,1024,168,0.946668,1032,160,0.913988,1000,160,0.910221,952,240,0.916268,912,312,0.940803,1032,264,0.672215,1112,232,0.930572,1200,312,0.849582,1088,288,0.808706,1008,408,0.879297,992,424,0.650128,1112,704,0.824663,1120,408,0.882993,1120,496,0.734199,1144,704,0.700187
425,14.1808,1008,152,0.765908,1016,152,0.846079,992,160,0.843863,952,240,0.944743,912,312,0.946172,1032,272,0.681805,1112,232,0.929692,1200,312,0.8545,1088,288,0.839207,1008,408,0.896459,992,432,0.540736,1112,704,0.823736,1120,408,0.88069,1112,496,0.726854,1144,696,0.712166
430,14.3477,1008,152,0.749665,1016,152,0.836914,992,152,0.832921,952,240,0.941308,912,312,0.948312,1040,272,0.671509,1112,232,0.924232,1200,312,0.862261,1088,288,0.818737,1008,408,0.884776,1000,440,0.535136,1112,704,0.820656,1120,408,0.890527,1112,496,0.741443,1144,696,0.710978
