frame,time_sec,kp0_x,kp0_y,kp0_c,kp1_x,kp1_y,kp1_c,kp2_x,kp2_y,kp2_c,kp3_x,kp3_y,kp3_c,kp4_x,kp4_y,kp4_c,kp5_x,kp5_y,kp5_c,kp6_x,kp6_y,kp6_c,kp7_x,kp7_y,kp7_c,kp8_x,kp8_y,kp8_c,kp9_x,kp9_y,kp9_c,kp10_x,kp10_y,kp10_c,kp11_x,kp11_y,kp11_c,kp12_x,kp12_y,kp12_c,kp13_x,kp13_y,kp13_c,kp14_x,kp14_y,kp14_c
1,0.0333667,872,296,0.407013,880,280,0.422382,864,288,0.451264,864,344,0.500478,816,360,0.563758,856,312,0.401985,944,312,0.582856,968,384,0.288099,912,408,0.151588,904,440,0.33775,952,312,0.141313,0,0,0,952,440,0.271841,968,320,0.253448,1120,952,0.193136
5,0.166833,768,512,0.32107,744,464,0.279781,744,504,0.323891,744,496,0.254669,808,368,0.325845,752,424,0.240994,816,528,0.339895,856,552,0.149388,776,432,0.138946,800,768,0.23764,960,320,0.114437,0,0,0,888,736,0.184504,952,760,0.102304,1120,952,0.194872
10,0.333667,752,456,0.31031,752,432,0.286346,744,432,0.32549,768,600,0.29287,760,664,0.34815,752,424,0.201107,816,528,0.28606,816,496,0.148939,784,448,0.113757,800,776,0.253085,952,320,0.134323,0,0,0,896,744,0.201533,0,0,0,1120,952,0.199213
15,0.5005,784,488,0.346295,776,464,0.330374,776,488,0.334918,768,592,0.312874,752,664,0.261709,760,432,0.107458,848,552,0.338727,888,576,0.183758,880,584,0.111202,792,760,0.24544,960,320,0.127553,0,0,0,888,736,0.202868,0,0,0,1120,952,0.151417
20,0.667333,784,488,0.469076,784,480,0.444251,776,480,0.458552,760,504,0.302461,744,480,0.309362,752,432,0.204349,840,536,0.461136,904,576,0.183635,784,472,0.131488,792,736,0.341895,0,0,0,0,0,0,888,728,0.273566,960,768,0.115496,1120,944,0.364471
25,0.834167,760,432,0.16735,760,416,0.160247,800,584,0.156276,776,632,0.155072,752,648,0.152584,0,0,0,840,600,0.139982,0,0,0,0,0,0,784,736,0.149817,0,0,0,0,0,0,0,0,0,0,0,0,1120,952,0.222149
30,1.001,848,512,0.191067,800,592,0.145454,840,512,0.173825,792,608,0.160269,752,640,0.174738,0,0,0,848,592,0.146963,0,0,0,0,0,0,784,728,0.1394,0,0,0,1120,928,0.125978,0,0,0,0,0,0,1128,952,0.116228
35,1.16783,792,576,0.237749,792,568,0.204348,784,576,0.233301,768,616,0.247571,744,648,0.209553,776,656,0.108742,840,600,0.189789,888,616,0.112575,0,0,0,784,736,0.226013,0,0,0,1120,928,0.117414,872,728,0.144931,0,0,0,0,0,0
40,1.33467,848,464,0.132525,864,464,0.118019,856,472,0.10752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,936,0.144733,0,0,0,0,0,0,0,0,0
45,1.5015,0,0,0,832,416,0.11125,840,384,0.115742,856,416,0.17623,792,424,0.211062,800,416,0.130696,888,448,0.101082,928,384,0.130729,0,0,0,0,0,0,0,0,0,1104,944,0.157965,0,0,0,0,0,0,0,0,0
50,1.66833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,288,0.105439,1112,944,0.195918,0,0,0,0,0,0,0,0,0
55,1.83517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,320,0.112055,936,408,0.171805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2.002,768,504,0.30445,768,504,0.287982,760,512,0.278338,776,512,0.185019,728,528,0.166537,744,520,0.100484,808,512,0.194486,824,496,0.113505,0,0,0,760,640,0.165292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2.16883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2.33567,744,552,0.26608,752,544,0.246419,744,544,0.224238,744,568,0.216358,736,608,0.148202,0,0,0,784,552,0.174081,808,576,0.10156,0,0,0,760,664,0.191386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
