frame,time_sec,kp0_x,kp0_y,kp0_c,kp1_x,kp1_y,kp1_c,kp2_x,kp2_y,kp2_c,kp3_x,kp3_y,kp3_c,kp4_x,kp4_y,kp4_c,kp5_x,kp5_y,kp5_c,kp6_x,kp6_y,kp6_c,kp7_x,kp7_y,kp7_c,kp8_x,kp8_y,kp8_c,kp9_x,kp9_y,kp9_c,kp10_x,kp10_y,kp10_c,kp11_x,kp11_y,kp11_c,kp12_x,kp12_y,kp12_c,kp13_x,kp13_y,kp13_c,kp14_x,kp14_y,kp14_c
1,0.0333667,1040,168,0.89592,1048,160,0.923432,1016,160,0.898273,944,232,0.922432,912,312,0.9532,1040,272,0.595125,1112,224,0.934699,1200,320,0.843677,1088,288,0.805144,1008,416,0.872644,984,424,0.616776,1104,696,0.805256,1112,408,0.882873,1120,472,0.736916,1144,696,0.714567
5,0.166833,1040,168,0.909406,1048,160,0.924464,1016,160,0.907336,944,232,0.916203,912,312,0.960769,1040,272,0.578117,1112,224,0.929384,1192,312,0.838966,1088,288,0.816936,1008,408,0.871745,992,424,0.613668,1112,696,0.800379,1112,408,0.891035,1120,472,0.724873,1144,704,0.688966
10,0.333667,1040,168,0.909686,1048,160,0.922699,1016,160,0.89687,944,232,0.917352,912,312,0.963687,1048,272,0.574232,1112,224,0.922628,1200,312,0.852979,1088,288,0.810081,1008,416,0.873169,992,424,0.61787,1112,696,0.817756,1112,408,0.894815,1120,480,0.707744,1144,696,0.701975
15,0.5005,1040,168,0.893284,1048,160,0.919802,1016,160,0.875678,944,232,0.90227,912,312,0.935156,1040,272,0.576592,1112,224,0.935853,1200,312,0.853753,1088,288,0.810928,1008,408,0.873585,992,432,0.574503,1112,704,0.809498,1112,408,0.905315,1112,496,0.714332,1144,704,0.70237
20,0.667333,1016,168,0.924362,1032,160,0.882363,992,160,0.926824,944,232,0.905823,912,312,0.945944,1040,264,0.562636,1112,224,0.907693,1192,312,0.858178,1088,288,0.750162,1000,408,0.857745,1000,432,0.561505,1112,704,0.786179,1112,408,0.893978,1112,496,0.738999,1144,704,0.72075
25,0.834167,1016,168,0.915108,1032,160,0.875974,992,160,0.922872,944,240,0.91562,912,312,0.943958,1040,272,0.584881,1112,224,0.91224,1192,312,0.836164,1088,288,0.749768,1000,400,0.864299,992,432,0.602192,1112,704,0.809235,1120,400,0.882629,1112,504,0.753579,1144,704,0.701322
30,1.001,1016,168,0.913896,1032,160,0.87911,992,160,0.9196,944,240,0.918746,912,312,0.940294,1048,272,0.559221,1112,224,0.909355,1192,312,0.851841,1088,288,0.727566,1000,400,0.868111,992,432,0.587698,1112,704,0.809617,1120,400,0.889422,1112,504,0.764639,1144,704,0.695513
35,1.16783,1024,168,0.850582,1040,152,0.879351,1008,160,0.864259,952,240,0.936704,912,312,0.928273,1032,272,0.631116,1112,232,0.9375,1192,312,0.847344,1080,288,0.790643,1008,408,0.904085,992,440,0.602874,1112,696,0.827982,1120,408,0.880832,1120,496,0.748253,1144,696,0.716846
40,1.33467,1032,168,0.825206,1040,152,0.878517,1008,160,0.842325,952,240,0.937592,912,312,0.91648,1040,272,0.613619,1112,224,0.937869,1200,312,0.860253,1080,288,0.718427,1008,408,0.882021,1000,448,0.588347,1112,704,0.844438,1120,400,0.887721,1112,496,0.719637,1144,704,0.686597
45,1.5015,1032,168,0.824606,1040,152,0.87232,1008,160,0.839826,952,240,0.934063,912,312,0.920434,1040,272,0.636337,1112,232,0.943392,1200,312,0.85585,1088,288,0.760208,1008,408,0.887291,1000,448,0.578561,1112,704,0.83137,1120,408,0.878549,1112,496,0.718554,1144,704,0.699268
