frame,time_sec,kp0_x,kp0_y,kp0_c,kp1_x,kp1_y,kp1_c,kp2_x,kp2_y,kp2_c,kp3_x,kp3_y,kp3_c,kp4_x,kp4_y,kp4_c,kp5_x,kp5_y,kp5_c,kp6_x,kp6_y,kp6_c,kp7_x,kp7_y,kp7_c,kp8_x,kp8_y,kp8_c,kp9_x,kp9_y,kp9_c,kp10_x,kp10_y,kp10_c,kp11_x,kp11_y,kp11_c,kp12_x,kp12_y,kp12_c,kp13_x,kp13_y,kp13_c,kp14_x,kp14_y,kp14_c
1,0.0333667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968,416,0.190923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.166833,0,0,0,0,0,0,0,0,0,0,0,0,984,448,0.118786,968,424,0.106008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.333667,1464,864,0.115973,0,0,0,0,0,0,0,0,0,992,576,0.10519,960,424,0.116633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.5005,0,0,0,0,0,0,0,0,0,0,0,0,1000,584,0.235208,960,416,0.245938,936,536,0.145164,992,552,0.207535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.667333,808,336,0.851379,824,320,0.771042,792,312,0.759657,696,448,0.571145,680,544,0.134511,0,0,0,848,424,0.710358,984,568,0.693632,960,416,0.644464,760,656,0.515443,760,744,0.143271,0,0,0,880,672,0.64286,952,720,0.616806,944,872,0.321587
25,0.834167,808,336,0.836085,824,328,0.781722,792,320,0.739054,704,440,0.495826,680,392,0.127933,0,0,0,848,424,0.695068,984,576,0.626879,960,424,0.625633,760,656,0.49842,768,744,0.138716,0,0,0,880,664,0.618242,952,720,0.580358,944,864,0.275436
30,1.001,800,328,0.414333,816,328,0.388733,784,320,0.427749,720,440,0.373491,680,424,0.160557,0,0,0,832,424,0.484376,984,568,0.596393,960,424,0.606962,768,640,0.410758,800,728,0.16213,0,0,0,888,672,0.543887,944,728,0.485782,952,864,0.23966
35,1.16783,760,432,0.156224,760,424,0.107646,752,424,0.117233,720,456,0.14258,1000,576,0.124374,936,392,0.131917,824,456,0.155626,992,560,0.477922,968,424,0.444822,768,624,0.157012,0,0,0,0,0,0,872,664,0.290928,0,0,0,0,0,0
40,1.33467,0,0,0,0,0,0,0,0,0,0,0,0,1008,568,0.26539,960,408,0.372581,0,0,0,992,552,0.178772,960,440,0.104924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1.5015,0,0,0,0,0,0,0,0,0,0,0,0,1008,568,0.254489,960,408,0.363596,0,0,0,992,552,0.176106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1.66833,0,0,0,0,0,0,0,0,0,0,0,0,1008,568,0.179702,960,416,0.277006,824,456,0.109067,992,560,0.275856,968,432,0.12925,0,0,0,0,0,0,0,0,0,864,664,0.153886,0,0,0,0,0,0
55,1.83517,0,0,0,0,0,0,0,0,0,0,0,0,1000,576,0.179856,960,416,0.325248,0,0,0,992,552,0.172187,0,0,0,0,0,0,0,0,0,0,0,0,864,664,0.1076,0,0,0,0,0,0
60,2.002,0,0,0,0,0,0,0,0,0,0,0,0,1000,576,0.204736,960,416,0.388281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2.16883,0,0,0,0,0,0,0,0,0,0,0,0,1008,568,0.247557,960,416,0.388815,0,0,0,992,560,0.175181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2.33567,0,0,0,0,0,0,0,0,0,0,0,0,1008,568,0.201346,960,416,0.360239,0,0,0,992,560,0.14649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2.5025,0,0,0,0,0,0,0,0,0,0,0,0,1000,568,0.152797,960,416,0.294781,0,0,0,992,552,0.133529,968,440,0.101873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2.66933,0,0,0,0,0,0,0,0,0,0,0,0,1000,568,0.228589,960,416,0.352812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2.83617,0,0,0,0,0,0,0,0,0,0,0,0,1000,568,0.211667,960,416,0.337679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3.003,0,0,0,0,0,0,0,0,0,0,0,0,1000,576,0.236356,952,416,0.321269,0,0,0,1000,560,0.248982,968,424,0.156676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,3.16983,0,0,0,0,0,0,0,0,0,0,0,0,1000,576,0.223879,952,408,0.321332,928,528,0.118134,992,552,0.25898,960,424,0.146088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,3.33667,0,0,0,0,0,0,0,0,0,0,0,0,1000,568,0.20832,960,416,0.343777,0,0,0,992,544,0.101696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,3.5035,0,0,0,0,0,0,0,0,0,0,0,0,1000,576,0.210099,960,416,0.310449,0,0,0,992,552,0.192164,952,440,0.10992,0,0,0,0,0,0,0,0,0,864,672,0.108316,0,0,0,0,0,0
110,3.67033,0,0,0,0,0,0,0,0,0,0,0,0,1000,576,0.147571,960,416,0.239496,0,0,0,992,552,0.179781,960,432,0.129224,0,0,0,0,0,0,0,0,0,856,664,0.146535,0,0,0,0,0,0
115,3.83717,760,432,0.112717,0,0,0,0,0,0,720,456,0.104824,1000,576,0.148225,952,408,0.228183,824,448,0.13336,992,552,0.226643,960,432,0.16239,768,648,0.147168,0,0,0,0,0,0,864,664,0.230354,0,0,0,0,0,0
120,4.004,0,0,0,0,0,0,0,0,0,0,0,0,1000,576,0.157494,952,416,0.254424,0,0,0,992,552,0.169191,960,432,0.121132,0,0,0,0,0,0,0,0,0,856,664,0.126834,0,0,0,0,0,0
125,4.17083,0,0,0,0,0,0,0,0,0,0,0,0,1008,568,0.270123,960,416,0.431572,0,0,0,992,552,0.148736,0,0,0,808,672,0.10432,0,0,0,0,0,0,848,680,0.144795,0,0,0,0,0,0
130,4.33767,0,0,0,0,0,0,0,0,0,0,0,0,1016,568,0.270045,960,416,0.453538,0,0,0,992,552,0.122341,0,0,0,0,0,0,0,0,0,0,0,0,848,680,0.120205,0,0,0,0,0,0
135,4.5045,744,416,0.158688,0,0,0,728,408,0.136231,696,456,0.271904,1016,568,0.141881,0,0,0,816,440,0.242806,1000,560,0.389792,968,424,0.387147,752,624,0.334791,784,736,0.133708,0,0,0,864,648,0.365588,0,0,0,0,0,0
140,4.67133,744,408,0.276776,768,392,0.192888,736,392,0.287038,688,448,0.514799,664,568,0.203107,0,0,0,832,440,0.507323,992,568,0.486451,960,424,0.552887,744,632,0.488746,760,744,0.184232,0,0,0,864,640,0.604461,912,784,0.176294,0,0,0
145,4.83817,752,408,0.214538,760,392,0.143519,736,392,0.20756,696,448,0.387104,680,480,0.139915,960,400,0.132801,824,440,0.411395,992,560,0.224868,960,432,0.213494,744,608,0.460097,776,728,0.219731,0,0,0,856,624,0.494284,912,736,0.18293,0,0,0
150,5.005,760,400,0.265813,768,384,0.185241,744,376,0.267889,704,440,0.44988,664,432,0.137777,0,0,0,824,432,0.535202,880,416,0.234559,952,424,0.342805,752,616,0.492979,776,728,0.220535,0,0,0,856,624,0.516054,912,744,0.187774,0,0,0
155,5.17183,0,0,0,0,0,0,0,0,0,0,0,0,1008,568,0.161796,960,424,0.178713,0,0,0,992,552,0.217756,968,424,0.162188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
