frame,time_sec,kp0_x,kp0_y,kp0_c,kp1_x,kp1_y,kp1_c,kp2_x,kp2_y,kp2_c,kp3_x,kp3_y,kp3_c,kp4_x,kp4_y,kp4_c,kp5_x,kp5_y,kp5_c,kp6_x,kp6_y,kp6_c,kp7_x,kp7_y,kp7_c,kp8_x,kp8_y,kp8_c,kp9_x,kp9_y,kp9_c,kp10_x,kp10_y,kp10_c,kp11_x,kp11_y,kp11_c,kp12_x,kp12_y,kp12_c,kp13_x,kp13_y,kp13_c,kp14_x,kp14_y,kp14_c
1,0.0333667,904,272,0.898899,920,248,0.886006,888,256,0.872702,816,336,0.838966,768,472,0.653675,832,520,0.391641,992,320,0.81318,1032,408,0.324263,0,0,0,864,584,0.558975,912,728,0.210534,0,0,0,992,552,0.590383,0,0,0,0,0,0
5,0.166833,904,272,0.911216,920,248,0.909896,888,248,0.885152,816,336,0.866603,768,480,0.750436,832,520,0.489893,992,320,0.861427,1032,408,0.362368,1048,480,0.113203,864,584,0.678613,912,744,0.279448,0,0,0,992,560,0.63646,0,0,0,0,0,0
10,0.333667,904,272,0.913322,920,248,0.91154,888,256,0.87091,816,336,0.875535,776,480,0.720892,840,536,0.400715,992,312,0.866915,1032,408,0.399073,1056,480,0.112366,864,584,0.638258,920,744,0.239769,0,0,0,1000,552,0.606521,1040,712,0.102641,0,0,0
15,0.5005,0,0,0,0,0,0,888,248,0.103371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.667333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.834167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1.16783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1.33467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1.5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1.66833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1.83517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2.002,904,296,0.14558,912,288,0.100509,896,280,0.145668,848,360,0.229607,808,400,0.124811,0,0,0,0,0,0,1040,456,0.202944,0,0,0,888,592,0.424219,952,848,0.224571,0,0,0,1000,584,0.359235,0,0,0,0,0,0
65,2.16883,896,280,0.929919,912,256,0.903769,872,264,0.853918,800,384,0.81862,784,512,0.876003,864,568,0.604536,1008,344,0.733855,1048,432,0.48089,1072,528,0.440479,880,592,0.684117,920,736,0.384764,992,920,0.123615,1008,568,0.632217,1040,728,0.190802,0,0,0
70,2.33567,0,0,0,0,0,0,0,0,0,808,392,0.174983,784,496,0.356901,848,576,0.246635,0,0,0,1008,480,0.101563,0,0,0,864,584,0.234084,928,816,0.383342,960,1032,0.496153,0,0,0,0,0,0,1032,1024,0.112066
75,2.5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,872,0.142833,968,1072,0.201826,0,0,0,0,0,0,0,0,0
80,2.66933,888,288,0.587345,896,264,0.595257,872,272,0.644648,800,352,0.83862,760,488,0.874896,832,544,0.684938,992,336,0.798504,1040,416,0.652653,1080,536,0.501783,848,592,0.670446,888,768,0.43914,992,1072,0.106964,1000,576,0.560983,1000,752,0.344916,1048,992,0.127497
85,2.83617,888,304,0.301172,912,296,0.255621,872,304,0.338472,824,352,0.548691,776,448,0.6744,776,520,0.493729,968,352,0.29119,1016,408,0.188711,0,0,0,856,584,0.470905,864,760,0.627596,952,1024,0.598056,992,560,0.33237,1016,816,0.332034,1032,1008,0.290908
90,3.003,880,296,0.38171,896,272,0.319867,864,296,0.419311,816,360,0.594501,768,448,0.618329,768,520,0.47775,976,336,0.291715,1032,400,0.147354,0,0,0,880,568,0.373423,856,768,0.612833,952,1024,0.570667,1008,552,0.191661,1024,832,0.214039,1040,1008,0.251249
95,3.16983,896,592,0.195009,904,592,0.120828,888,592,0.172648,848,608,0.107164,848,672,0.136136,760,496,0.101674,952,608,0.10488,0,0,0,0,0,0,936,776,0.259789,848,760,0.699022,944,1024,0.597718,1024,800,0.132584,1024,864,0.181994,1024,1016,0.187752
100,3.33667,880,296,0.514494,896,280,0.51466,864,288,0.533801,808,368,0.662069,760,488,0.63084,808,528,0.3921,984,352,0.449375,1032,432,0.282279,1040,464,0.14341,856,600,0.641295,848,744,0.759686,952,1016,0.632232,992,592,0.440129,1008,728,0.196111,1048,992,0.16671
105,3.5035,864,288,0.282248,888,272,0.24798,864,280,0.318384,816,344,0.486281,768,424,0.440217,760,488,0.194377,952,344,0.238637,1000,400,0.139067,0,0,0,832,560,0.235306,848,752,0.645474,952,1016,0.531588,0,0,0,0,0,0,1032,1016,0.135591
110,3.67033,880,288,0.756611,896,264,0.739071,864,272,0.739671,800,368,0.80296,768,480,0.767808,824,520,0.330804,992,336,0.904653,1048,432,0.744493,1080,520,0.540326,872,584,0.628205,856,768,0.664445,952,1016,0.631549,1024,552,0.668165,1016,776,0.325255,1032,1008,0.188758
115,3.83717,880,312,0.305531,896,304,0.2259,864,304,0.303123,824,336,0.432405,776,400,0.320655,784,392,0.145163,952,352,0.251465,1008,424,0.159162,0,0,0,832,568,0.263704,856,792,0.532982,952,1024,0.603175,968,560,0.130622,0,0,0,0,0,0
