frame,time_sec,kp0_x,kp0_y,kp0_c,kp1_x,kp1_y,kp1_c,kp2_x,kp2_y,kp2_c,kp3_x,kp3_y,kp3_c,kp4_x,kp4_y,kp4_c,kp5_x,kp5_y,kp5_c,kp6_x,kp6_y,kp6_c,kp7_x,kp7_y,kp7_c,kp8_x,kp8_y,kp8_c,kp9_x,kp9_y,kp9_c,kp10_x,kp10_y,kp10_c,kp11_x,kp11_y,kp11_c,kp12_x,kp12_y,kp12_c,kp13_x,kp13_y,kp13_c,kp14_x,kp14_y,kp14_c
1,0.0333667,808,320,0.800813,824,296,0.76798,784,296,0.798183,728,344,0.880716,704,472,0.822902,744,552,0.761104,936,328,0.884308,992,520,0.891,840,528,0.669712,832,544,0.573611,928,696,0.565318,1064,856,0.323536,960,544,0.557345,1024,592,0.281321,0,0,0
5,0.166833,816,320,0.830129,832,296,0.764452,784,304,0.808096,728,344,0.882324,704,480,0.825249,744,552,0.774836,936,328,0.884106,992,520,0.914333,840,528,0.681594,832,544,0.59068,920,688,0.563511,1056,856,0.289773,952,544,0.561086,1024,592,0.284089,0,0,0
10,0.333667,816,320,0.771648,832,296,0.706816,792,304,0.74444,728,344,0.878855,704,472,0.817684,744,552,0.738238,936,328,0.877775,992,520,0.91847,840,528,0.688914,832,544,0.5989,928,696,0.603112,1064,864,0.368228,952,544,0.580269,1024,592,0.26049,0,0,0
15,0.5005,816,320,0.793905,832,288,0.740699,784,296,0.77744,720,344,0.894821,704,480,0.859903,752,560,0.78961,936,328,0.88854,992,520,0.902333,848,536,0.645338,832,544,0.675063,920,688,0.620568,1056,864,0.407393,952,544,0.588529,1024,600,0.237799,0,0,0
20,0.667333,800,320,0.870893,824,296,0.823728,776,296,0.826516,720,328,0.962766,704,480,0.85111,752,560,0.751609,936,328,0.883839,992,520,0.907355,856,544,0.554459,824,536,0.691973,920,688,0.642931,1056,864,0.417067,944,544,0.574477,1032,600,0.277468,0,0,0
25,0.834167,800,320,0.858909,824,296,0.817534,776,304,0.817288,720,328,0.966252,704,480,0.855689,752,560,0.766323,936,328,0.882751,992,520,0.907754,848,528,0.658886,832,544,0.661327,928,688,0.656666,1056,864,0.396508,952,544,0.581611,1024,608,0.240484,0,0,0
30,1.001,800,320,0.845818,824,296,0.795636,776,296,0.804921,720,328,0.965718,696,480,0.872906,752,552,0.788548,936,328,0.886735,992,520,0.879361,848,536,0.653648,824,544,0.641299,928,680,0.593722,1056,864,0.392339,944,544,0.562966,1008,600,0.310844,0,0,0
35,1.16783,808,320,0.801079,824,296,0.769715,784,304,0.789327,728,328,0.906726,704,480,0.835363,752,552,0.749737,936,328,0.885666,992,512,0.889587,840,528,0.699814,824,536,0.660714,920,680,0.475582,1048,856,0.288138,936,528,0.598379,1000,600,0.403363,0,0,0
40,1.33467,800,320,0.868362,824,296,0.846496,776,296,0.835088,720,328,0.911754,704,472,0.840399,744,552,0.778513,936,328,0.883516,992,520,0.921862,840,528,0.689535,824,528,0.673223,920,680,0.319869,896,624,0.243074,928,520,0.583185,1000,592,0.489457,0,0,0
45,1.5015,800,320,0.86781,824,296,0.840096,776,296,0.828636,720,328,0.916368,704,472,0.860864,752,560,0.736457,936,328,0.881628,984,520,0.900263,840,528,0.693497,816,528,0.683765,920,680,0.288139,896,624,0.248239,928,520,0.593552,1000,592,0.517956,0,0,0
50,1.66833,816,320,0.818349,832,288,0.775301,784,296,0.800093,720,344,0.899453,704,480,0.860316,752,552,0.803521,936,336,0.872669,992,520,0.919777,840,528,0.674541,824,544,0.631209,920,680,0.304454,1016,856,0.177061,944,544,0.572241,1016,600,0.348865,0,0,0
